instance_id,configuration_id,task_family,fault_family,propagation_opportunity,injection_node,fault_event_count,repeated_fault_exposure,trajectory_aligned,graph_predicted_node,graph_correct,primary_class,realized_propagation,propagated_to_memory,absorbed_by_agent,detected_and_blocked,no_persistence_opportunity_realized,final_failure,successful_recovery,observed_depth,realized_path_length,subgraph_precision,subgraph_recall
controlled--local-core-no-memory--mono_step--incorrect_time_observation--013,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,propagated_without_memory,True,False,False,False,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--014,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,propagated_without_memory,True,False,False,False,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--015,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,propagated_without_memory,True,False,False,False,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--016,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,propagated_without_memory,True,False,False,False,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--017,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,propagated_without_memory,True,False,False,False,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--018,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,propagated_without_memory,True,False,False,False,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--019,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,successful_recovery,True,False,False,False,False,False,True,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--020,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,propagated_without_memory,True,False,False,False,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--021,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,successful_recovery,True,False,False,False,False,False,True,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--022,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,successful_recovery,True,False,False,False,False,False,True,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--023,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,successful_recovery,True,False,False,False,False,False,True,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--incorrect_time_observation--024,local-core-no-memory,local_time_tool,incorrect_time_observation,mono_step,tool::get_current_datetime,1,False,True,tool::get_current_datetime,True,successful_recovery,True,False,False,False,False,False,True,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--000,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--001,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--002,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--003,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--004,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--005,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--006,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--007,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--008,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--009,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--010,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--011,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--012,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--013,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--014,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--015,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--016,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--017,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--018,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--019,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--020,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--021,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--022,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--023,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
controlled--local-core-no-memory--mono_step--malformed_tool_result--024,local-core-no-memory,local_arithmetic_tool,malformed_tool_result,mono_step,tool::calculate,1,False,True,tool::calculate,True,detected_and_blocked,True,False,False,True,False,True,False,1,2,1.0,1.0
