instance_id,policy,correction_episode,clean_control,persistence_horizon,time_to_recovery,right_censored,post_injection_episodes,future_failure_rate
inter-evaluation-e3-k5-305002,none,,False,5,,True,4,0.25
inter-evaluation-e3-k5-305002,prewrite_quarantine,,False,,2,False,4,0
inter-evaluation-e3-k5-305002,delayed_correction,2,False,,2,False,4,0
inter-evaluation-e3-k5-305002,delayed_correction,3,False,2,3,False,4,0
inter-evaluation-e3-k5-305002,delayed_correction,5,False,4,5,False,4,0
inter-evaluation-e3-k5-305002,none,,True,,2,False,4,0
inter-evaluation-e3-k5-305002,prewrite_quarantine,,True,,2,False,4,0
inter-evaluation-e3-k5-305003,none,,False,5,,True,4,0.25
inter-evaluation-e3-k5-305003,prewrite_quarantine,,False,,2,False,4,0
inter-evaluation-e3-k5-305003,delayed_correction,2,False,,2,False,4,0
inter-evaluation-e3-k5-305003,delayed_correction,3,False,2,3,False,4,0
inter-evaluation-e3-k5-305003,delayed_correction,5,False,4,5,False,4,0
inter-evaluation-e3-k5-305003,none,,True,,2,False,4,0
inter-evaluation-e3-k5-305003,prewrite_quarantine,,True,,2,False,4,0
inter-evaluation-e3-k5-305004,none,,False,5,,True,4,0.25
inter-evaluation-e3-k5-305004,prewrite_quarantine,,False,,2,False,4,0
inter-evaluation-e3-k5-305004,delayed_correction,2,False,,2,False,4,0
inter-evaluation-e3-k5-305004,delayed_correction,3,False,2,3,False,4,0
inter-evaluation-e3-k5-305004,delayed_correction,5,False,4,5,False,4,0
inter-evaluation-e3-k5-305004,none,,True,,2,False,4,0
inter-evaluation-e3-k5-305004,prewrite_quarantine,,True,,2,False,4,0
inter-evaluation-e3-k10-310000,none,,False,10,,True,9,0.6666666666666666
inter-evaluation-e3-k10-310000,prewrite_quarantine,,False,,2,False,9,0
inter-evaluation-e3-k10-310000,delayed_correction,2,False,,2,False,9,0
inter-evaluation-e3-k10-310000,delayed_correction,3,False,2,3,False,9,0
inter-evaluation-e3-k10-310000,delayed_correction,5,False,4,5,False,9,0
inter-evaluation-e3-k10-310000,none,,True,,2,False,9,0
inter-evaluation-e3-k10-310000,prewrite_quarantine,,True,,2,False,9,0
inter-evaluation-e3-k10-310001,none,,False,10,,True,9,0.6666666666666666
inter-evaluation-e3-k10-310001,prewrite_quarantine,,False,,2,False,9,0
inter-evaluation-e3-k10-310001,delayed_correction,2,False,,2,False,9,0
inter-evaluation-e3-k10-310001,delayed_correction,3,False,2,3,False,9,0
inter-evaluation-e3-k10-310001,delayed_correction,5,False,4,5,False,9,0
inter-evaluation-e3-k10-310001,none,,True,,2,False,9,0
inter-evaluation-e3-k10-310001,prewrite_quarantine,,True,,2,False,9,0
inter-evaluation-e3-k10-310002,none,,False,10,,True,9,0.6666666666666666
inter-evaluation-e3-k10-310002,prewrite_quarantine,,False,,2,False,9,0
inter-evaluation-e3-k10-310002,delayed_correction,2,False,,2,False,9,0
inter-evaluation-e3-k10-310002,delayed_correction,3,False,2,3,False,9,0
inter-evaluation-e3-k10-310002,delayed_correction,5,False,4,5,False,9,0
inter-evaluation-e3-k10-310002,none,,True,,2,False,9,0
inter-evaluation-e3-k10-310002,prewrite_quarantine,,True,,2,False,9,0
inter-evaluation-e3-k10-310003,none,,False,10,,True,9,0.6666666666666666
inter-evaluation-e3-k10-310003,prewrite_quarantine,,False,,2,False,9,0
inter-evaluation-e3-k10-310003,delayed_correction,2,False,,2,False,9,0
inter-evaluation-e3-k10-310003,delayed_correction,3,False,2,3,False,9,0
inter-evaluation-e3-k10-310003,delayed_correction,5,False,4,5,False,9,0
inter-evaluation-e3-k10-310003,none,,True,,2,False,9,0
inter-evaluation-e3-k10-310003,prewrite_quarantine,,True,,2,False,9,0
inter-evaluation-e3-k10-310004,none,,False,10,,True,9,0.6666666666666666
inter-evaluation-e3-k10-310004,prewrite_quarantine,,False,,2,False,9,0
inter-evaluation-e3-k10-310004,delayed_correction,2,False,,2,False,9,0
inter-evaluation-e3-k10-310004,delayed_correction,3,False,2,3,False,9,0
inter-evaluation-e3-k10-310004,delayed_correction,5,False,4,5,False,9,0
inter-evaluation-e3-k10-310004,none,,True,,2,False,9,0
inter-evaluation-e3-k10-310004,prewrite_quarantine,,True,,2,False,9,0
